2022-05-08T06:11:26.985520200Z,BTC-USD,37144663367,34551.71
2022-05-08T06:11:31.184553300Z,BTC-USD,37144663386,34551.5
2022-05-08T06:11:34.750286200Z,BTC-USD,37144670297,34540.64
2022-05-08T06:11:37.773922200Z,BTC-USD,37144671147,34540.37
2022-05-08T06:11:40.138691500Z,BTC-USD,37144672787,34536.26
2022-05-08T06:11:42.477256900Z,BTC-USD,37144673764,34541.17
2022-05-08T06:11:44.808034900Z,BTC-USD,37144674145,34541.16
2022-05-08T06:11:48.106384500Z,BTC-USD,37144674451,34541.17
2022-05-08T06:11:50.525463300Z,BTC-USD,37144674762,34541.18
2022-05-08T06:11:53.080514900Z,BTC-USD,37144675240,34543.44
