2022-05-08T06:11:04.504796700Z,BTC-USD,37144650882,34513.45
2022-05-08T06:11:06.597963300Z,BTC-USD,37144651409,34513.49
2022-05-08T06:11:09.124987500Z,BTC-USD,37144651788,34513.5
2022-05-08T06:11:11.144602900Z,BTC-USD,37144652843,34521.83
2022-05-08T06:11:13.150339700Z,BTC-USD,37144653772,34521.33
2022-05-08T06:11:15.357883700Z,BTC-USD,37144656403,34508.75
2022-05-08T06:11:17.820133800Z,BTC-USD,37144657830,34515.75
2022-05-08T06:11:20.575301400Z,BTC-USD,37144658847,34514.69
2022-05-08T06:11:22.910981700Z,BTC-USD,37144659666,34513.75
2022-05-08T06:11:24.956934400Z,BTC-USD,37144660425,34516.95
