2022-05-08T06:12:44.718455400Z,BTC-USD,37144692255,34536.35
2022-05-08T06:12:47.099973900Z,BTC-USD,37144693668,34534.15
2022-05-08T06:12:50.841289400Z,BTC-USD,37144695001,34534.58
2022-05-08T06:12:53.583332900Z,BTC-USD,37144696337,34533.55
2022-05-08T06:12:55.829938200Z,BTC-USD,37144697130,34531.07
2022-05-08T06:12:58.903853300Z,BTC-USD,37144698047,34529.35
2022-05-08T06:13:00.912276300Z,BTC-USD,37144698705,34527.79
2022-05-08T06:13:03.118181800Z,BTC-USD,37144699842,34527.53
2022-05-08T06:13:05.463714500Z,BTC-USD,37144701990,34531.05
2022-05-08T06:13:07.750430500Z,BTC-USD,37144702604,34533.51
