BTC-USD,2022-05-08T05:35:15.741945800Z,34344.31999999999
BTC-USD,2022-05-08T05:35:41.285730300Z,34348.829999999994
BTC-USD,2022-05-08T05:36:06.185261400Z,34341.27
BTC-USD,2022-05-08T05:36:50.236686200Z,34330.56049999999
BTC-USD,2022-05-08T05:37:13.526218900Z,34334.107
BTC-USD,2022-05-08T05:37:36.798073800Z,34368.28999999999
BTC-USD,2022-05-08T05:38:01.983691600Z,34379.576
BTC-USD,2022-05-08T05:38:52.697288400Z,34387.183999999994
BTC-USD,2022-05-08T05:39:16.266425100Z,34400.893000000004
BTC-USD,2022-05-08T05:39:41.849379100Z,34401.275
BTC-USD,2022-05-08T05:40:05.236263300Z,34411.254
BTC-USD,2022-05-08T05:40:52.125159Z,34421.7475
BTC-USD,2022-05-08T05:41:15.933836600Z,34411.208999999995
